Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
HillIR9,IR9,HillIR9,XM_038070005.1,Hermetia illucens,Hill,IR9,IR,XP_037906463.1,XM_038070005.1,Ionotropic receptor IR9 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR10,IR10,HillIR10,XM_038070006.1,Hermetia illucens,Hill,IR10,IR,XP_037906463.1,XM_038070006.1,Ionotropic receptor IR10 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR93,IR93,HillIR93,XM_038070561.1,Hermetia illucens,Hill,IR93,IR,XP_037926489.1,XM_038070561.1,Ionotropic receptor IR93 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR32,IR32,HillIR32,XM_038070589.1,Hermetia illucens,Hill,IR32,IR,XP_037926517.1,XM_038070589.1,Ionotropic receptor IR32 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR39,IR39,HillIR39,XM_038070648.1,Hermetia illucens,Hill,IR39,IR,XP_037926576.1,XM_038070648.1,Ionotropic receptor IR39 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR38,IR38,HillIR38,XM_038070649.1,Hermetia illucens,Hill,IR38,IR,XP_037926577.1,XM_038070649.1,Ionotropic receptor IR38 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR40,IR40,HillIR40,XM_038070650.1,Hermetia illucens,Hill,IR40,IR,XP_037926578.1,XM_038070650.1,Ionotropic receptor IR40 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
AaegIR7a,AaegIR7a,,,Aedes aegypti,Aaeg,IR7a,IR,AaegIr7a,AaegIr7a,ionotropic receptor 7a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7b,AaegIR7b,,,Aedes aegypti,Aaeg,IR7b,IR,AaegIr7b,AaegIr7b,ionotropic receptor 7b precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7c,AaegIR7c,,,Aedes aegypti,Aaeg,IR7c,IR,AaegIr7c,AaegIr7c,ionotropic receptor 7c precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7d,AaegIR7d,,,Aedes aegypti,Aaeg,IR7d,IR,AaegIr7d,AaegIr7d,ionotropic receptor 7d precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7e,AaegIR7e,,,Aedes aegypti,Aaeg,IR7e,IR,AaegIr7e,AaegIr7e,ionotropic receptor 7e precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7f,AaegIR7f,,,Aedes aegypti,Aaeg,IR7f,IR,AaegIr7f,AaegIr7f,ionotropic receptor 7f precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7g,AaegIR7g,,,Aedes aegypti,Aaeg,IR7g,IR,AaegIr7g,AaegIr7g,ionotropic receptor 7g precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7h,AaegIR7h,,,Aedes aegypti,Aaeg,IR7h,IR,AaegIr7h,AaegIr7h,ionotropic receptor 7h precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7i,AaegIR7i,,,Aedes aegypti,Aaeg,IR7i,IR,AaegIr7i,AaegIr7i,ionotropic receptor 7i precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7j,AaegIR7j,,,Aedes aegypti,Aaeg,IR7j,IR,AaegIr7j,AaegIr7j,ionotropic receptor 7j [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7k,AaegIR7k,,,Aedes aegypti,Aaeg,IR7k,IR,AaegIr7k,AaegIr7k,ionotropic receptor 7k precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7l,AaegIR7l,,,Aedes aegypti,Aaeg,IR7l,IR,AaegIr7l,AaegIr7l,ionotropic receptor 7l precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7m,AaegIR7m,,,Aedes aegypti,Aaeg,IR7m,IR,AaegIr7m,AaegIr7m,ionotropic receptor 7m precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7n,AaegIR7n,,,Aedes aegypti,Aaeg,IR7n,IR,AaegIr7n,AaegIr7n,ionotropic receptor 7n [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7o,AaegIR7o,,,Aedes aegypti,Aaeg,IR7o,IR,AaegIr7o,AaegIr7o,ionotropic receptor 7o precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7p,AaegIR7p,,,Aedes aegypti,Aaeg,IR7p,IR,AaegIr7p,AaegIr7p,ionotropic receptor 7p precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7q,AaegIR7q,,,Aedes aegypti,Aaeg,IR7q,IR,AaegIr7q,AaegIr7q,ionotropic receptor 7q precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR7r,AaegIR7r,,,Aedes aegypti,Aaeg,IR7r,IR,AaegIr7r,AaegIr7r,ionotropic receptor 7r precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR8a,AaegIR8a,,,Aedes aegypti,Aaeg,IR8a,IR,AaegIr8a,AaegIr8a,ionotropic receptor coreceptor Ir8a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR21a,AaegIR21a,,,Aedes aegypti,Aaeg,IR21a,IR,AaegIr21a,AaegIr21a,ionotropic receptor 21a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR25a,AaegIR25a,,,Aedes aegypti,Aaeg,IR25a,IR,AaegIr25a,AaegIr25a,RecName: Full=Ionotropic receptor coreceptor Ir25a; AltName: Full=Ionotropic receptor 25a; Flags: Precursor,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR31a1,AaegIR31a1,,,Aedes aegypti,Aaeg,IR31a1,IR,AaegIr31a1,AaegIr31a1,ionotropic receptor 31a1 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR31a2,AaegIR31a2,,,Aedes aegypti,Aaeg,IR31a2,IR,AaegIr31a2,AaegIr31a2,ionotropic receptor 31a2 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR40a,AaegIR40a,,,Aedes aegypti,Aaeg,IR40a,IR,AaegIr40a,AaegIr40a,ionotropic receptor 40a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41a,AaegIR41a,,,Aedes aegypti,Aaeg,IR41a,IR,AaegIr41a,AaegIr41a,ionotropic receptor 41a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41b,AaegIR41b,,,Aedes aegypti,Aaeg,IR41b,IR,AaegIr41b,AaegIr41b,ionotropic receptor 41b [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41c,AaegIR41c,,,Aedes aegypti,Aaeg,IR41c,IR,AaegIr41c,AaegIr41c,ionotropic receptor 41c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41d_pseudogene,AaegIR41d_pseudogene,,,Aedes aegypti,Aaeg,IR41d_pseudogene,IR,AaegIr41d_pseudogene,AaegIr41d_pseudogene,Ionotropic receptor IR41d_pseudogene [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41e,AaegIR41e,,,Aedes aegypti,Aaeg,IR41e,IR,AaegIr41e,AaegIr41e,ionotropic receptor 41e [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41f,AaegIR41f,,,Aedes aegypti,Aaeg,IR41f,IR,AaegIr41f,AaegIr41f,ionotropic receptor 41f [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41g,AaegIR41g,,,Aedes aegypti,Aaeg,IR41g,IR,AaegIr41g,AaegIr41g,ionotropic receptor 41g [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41h,AaegIR41h,,,Aedes aegypti,Aaeg,IR41h,IR,AaegIr41h,AaegIr41h,Ionotropic receptor IR41h [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41i,AaegIR41i,,,Aedes aegypti,Aaeg,IR41i,IR,AaegIr41i,AaegIr41i,Ionotropic receptor IR41i [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41j,AaegIR41j,,,Aedes aegypti,Aaeg,IR41j,IR,AaegIr41j,AaegIr41j,ionotropic receptor 41j [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41k,AaegIR41k,,,Aedes aegypti,Aaeg,IR41k,IR,AaegIr41k,AaegIr41k,ionotropic receptor 41k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41l,AaegIR41l,,,Aedes aegypti,Aaeg,IR41l,IR,AaegIr41l,AaegIr41l,ionotropic receptor 41l [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41m,AaegIR41m,,,Aedes aegypti,Aaeg,IR41m,IR,AaegIr41m,AaegIr41m,ionotropic receptor 41m [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41n,AaegIR41n,,,Aedes aegypti,Aaeg,IR41n,IR,AaegIr41n,AaegIr41n,ionotropic receptor 41n [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41o,AaegIR41o,,,Aedes aegypti,Aaeg,IR41o,IR,AaegIr41o,AaegIr41o,ionotropic receptor 41o [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR41p,AaegIR41p,,,Aedes aegypti,Aaeg,IR41p,IR,AaegIr41p,AaegIr41p,ionotropic receptor 41p [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR60a,AaegIR60a,,,Aedes aegypti,Aaeg,IR60a,IR,AaegIr60a,AaegIr60a,ionotropic receptor 60a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR64a,AaegIR64a,,,Aedes aegypti,Aaeg,IR64a,IR,AaegIr64a,AaegIr64a,ionotropic receptor 64a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR68a,AaegIR68a,,,Aedes aegypti,Aaeg,IR68a,IR,AaegIr68a,AaegIr68a,ionotropic receptor 68a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75a,AaegIR75a,,,Aedes aegypti,Aaeg,IR75a,IR,AaegIr75a,AaegIr75a,ionotropic receptor 75a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75b,AaegIR75b,,,Aedes aegypti,Aaeg,IR75b,IR,AaegIr75b,AaegIr75b,ionotropic receptor 75b [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75c,AaegIR75c,,,Aedes aegypti,Aaeg,IR75c,IR,AaegIr75c,AaegIr75c,ionotropic receptor 75c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75d,AaegIR75d,,,Aedes aegypti,Aaeg,IR75d,IR,AaegIr75d,AaegIr75d,ionotropic receptor 75d [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75e,AaegIR75e,,,Aedes aegypti,Aaeg,IR75e,IR,AaegIr75e,AaegIr75e,ionotropic receptor 75e precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75f,AaegIR75f,,,Aedes aegypti,Aaeg,IR75f,IR,AaegIr75f,AaegIr75f,ionotropic receptor 75f precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75g,AaegIR75g,,,Aedes aegypti,Aaeg,IR75g,IR,AaegIr75g,AaegIr75g,ionotropic receptor 75g precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75h,AaegIR75h,,,Aedes aegypti,Aaeg,IR75h,IR,AaegIr75h,AaegIr75h,ionotropic receptor 75h precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75i,AaegIR75i,,,Aedes aegypti,Aaeg,IR75i,IR,AaegIr75i,AaegIr75i,ionotropic receptor 75i [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75j,AaegIR75j,,,Aedes aegypti,Aaeg,IR75j,IR,AaegIr75j,AaegIr75j,Ionotropic receptor IR75j [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75k,AaegIR75k,,,Aedes aegypti,Aaeg,IR75k,IR,AaegIr75k,AaegIr75k,ionotropic receptor 75k precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR75l,AaegIR75l,,,Aedes aegypti,Aaeg,IR75l,IR,AaegIr75l,AaegIr75l,ionotropic receptor 75l precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR76b,AaegIR76b,,,Aedes aegypti,Aaeg,IR76b,IR,AaegIr76b,AaegIr76b,RecName: Full=Ionotropic receptor coreceptor Ir76b; AltName: Full=Ionotropic receptor 76b; Flags: Precursor,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR87a1,AaegIR87a1,,,Aedes aegypti,Aaeg,IR87a1,IR,AaegIr87a1,AaegIr87a1,ionotropic receptor 87a1 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR87a2,AaegIR87a2,,,Aedes aegypti,Aaeg,IR87a2,IR,AaegIr87a2,AaegIr87a2,ionotropic receptor 87a2 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR93a,AaegIR93a,,,Aedes aegypti,Aaeg,IR93a,IR,AaegIr93a,AaegIr93a,ionotropic receptor 93a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR100a,AaegIR100a,,,Aedes aegypti,Aaeg,IR100a,IR,AaegIr100a,AaegIr100a,ionotropic receptor 100a precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR100b,AaegIR100b,,,Aedes aegypti,Aaeg,IR100b,IR,AaegIr100b,AaegIr100b,Ionotropic receptor IR100b [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR100c,AaegIR100c,,,Aedes aegypti,Aaeg,IR100c,IR,AaegIr100c,AaegIr100c,ionotropic receptor 100c precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR100d,AaegIR100d,,,Aedes aegypti,Aaeg,IR100d,IR,AaegIr100d,AaegIr100d,ionotropic receptor 100d precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR101,AaegIR101,,,Aedes aegypti,Aaeg,IR101,IR,AaegIr101,AaegIr101,ionotropic receptor 101 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR102,AaegIR102,,,Aedes aegypti,Aaeg,IR102,IR,AaegIr102,AaegIr102,ionotropic receptor 102 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR103,AaegIR103,,,Aedes aegypti,Aaeg,IR103,IR,AaegIr103,AaegIr103,ionotropic receptor 103 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR104,AaegIR104,,,Aedes aegypti,Aaeg,IR104,IR,AaegIr104,AaegIr104,ionotropic receptor 104 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR105,AaegIR105,,,Aedes aegypti,Aaeg,IR105,IR,AaegIr105,AaegIr105,ionotropic receptor 105 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR106,AaegIR106,,,Aedes aegypti,Aaeg,IR106,IR,AaegIr106,AaegIr106,ionotropic receptor 106 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR107,AaegIR107,,,Aedes aegypti,Aaeg,IR107,IR,AaegIr107,AaegIr107,ionotropic receptor 107 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR108,AaegIR108,,,Aedes aegypti,Aaeg,IR108,IR,AaegIr108,AaegIr108,ionotropic receptor 108 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR109,AaegIR109,,,Aedes aegypti,Aaeg,IR109,IR,AaegIr109,AaegIr109,ionotropic receptor 109 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR110,AaegIR110,,,Aedes aegypti,Aaeg,IR110,IR,AaegIr110,AaegIr110,Ionotropic receptor IR110 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR111,AaegIR111,,,Aedes aegypti,Aaeg,IR111,IR,AaegIr111,AaegIr111,ionotropic receptor 111 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR112,AaegIR112,,,Aedes aegypti,Aaeg,IR112,IR,AaegIr112,AaegIr112,Ionotropic receptor IR112 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR113,AaegIR113,,,Aedes aegypti,Aaeg,IR113,IR,AaegIr113,AaegIr113,ionotropic receptor 113 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR114,AaegIR114,,,Aedes aegypti,Aaeg,IR114,IR,AaegIr114,AaegIr114,ionotropic receptor 114 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR115,AaegIR115,,,Aedes aegypti,Aaeg,IR115,IR,AaegIr115,AaegIr115,Ionotropic receptor IR115 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR116,AaegIR116,,,Aedes aegypti,Aaeg,IR116,IR,AaegIr116,AaegIr116,ionotropic receptor 116 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR117,AaegIR117,,,Aedes aegypti,Aaeg,IR117,IR,AaegIr117,AaegIr117,ionotropic receptor 117 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR118,AaegIR118,,,Aedes aegypti,Aaeg,IR118,IR,AaegIr118,AaegIr118,ionotropic receptor 118 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR119,AaegIR119,,,Aedes aegypti,Aaeg,IR119,IR,AaegIr119,AaegIr119,ionotropic receptor 119 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR120,AaegIR120,,,Aedes aegypti,Aaeg,IR120,IR,AaegIr120,AaegIr120,ionotropic receptor 120 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR121,AaegIR121,,,Aedes aegypti,Aaeg,IR121,IR,AaegIr121,AaegIr121,ionotropic receptor 121 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR122,AaegIR122,,,Aedes aegypti,Aaeg,IR122,IR,AaegIr122,AaegIr122,ionotropic receptor 122 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR123,AaegIR123,,,Aedes aegypti,Aaeg,IR123,IR,AaegIr123,AaegIr123,ionotropic receptor 123 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR124,AaegIR124,,,Aedes aegypti,Aaeg,IR124,IR,AaegIr124,AaegIr124,ionotropic receptor 124 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR125,AaegIR125,,,Aedes aegypti,Aaeg,IR125,IR,AaegIr125,AaegIr125,ionotropic receptor 125 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR126,AaegIR126,,,Aedes aegypti,Aaeg,IR126,IR,AaegIr126,AaegIr126,ionotropic receptor 126 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR127,AaegIR127,,,Aedes aegypti,Aaeg,IR127,IR,AaegIr127,AaegIr127,ionotropic receptor 127 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR128,AaegIR128,,,Aedes aegypti,Aaeg,IR128,IR,AaegIr128,AaegIr128,ionotropic receptor 128 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR129,AaegIR129,,,Aedes aegypti,Aaeg,IR129,IR,AaegIr129,AaegIr129,ionotropic receptor 129 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR130,AaegIR130,,,Aedes aegypti,Aaeg,IR130,IR,AaegIr130,AaegIr130,ionotropic receptor 130 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR131,AaegIR131,,,Aedes aegypti,Aaeg,IR131,IR,AaegIr131,AaegIr131,ionotropic receptor 131 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR132,AaegIR132,,,Aedes aegypti,Aaeg,IR132,IR,AaegIr132,AaegIr132,ionotropic receptor 132 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR133,AaegIR133,,,Aedes aegypti,Aaeg,IR133,IR,AaegIr133,AaegIr133,ionotropic receptor 133 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR134,AaegIR134,,,Aedes aegypti,Aaeg,IR134,IR,AaegIr134,AaegIr134,Ionotropic receptor IR134 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR135,AaegIR135,,,Aedes aegypti,Aaeg,IR135,IR,AaegIr135,AaegIr135,Ionotropic receptor IR135 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR136,AaegIR136,,,Aedes aegypti,Aaeg,IR136,IR,AaegIr136,AaegIr136,ionotropic receptor 136 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
