Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
MdomOR22,MdomOR22,,,Musca domestica,Mdom,OR22,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR23,MdomOR23,,,Musca domestica,Mdom,OR23,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR24,MdomOR24,,,Musca domestica,Mdom,OR24,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR25,MdomOR25,,,Musca domestica,Mdom,OR25,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR26,MdomOR26,,,Musca domestica,Mdom,OR26,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR27,MdomOR27,,,Musca domestica,Mdom,OR27,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR28,MdomOR28,,,Musca domestica,Mdom,OR28,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR29,MdomOR29,,,Musca domestica,Mdom,OR29,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR30,MdomOR30,,,Musca domestica,Mdom,OR30,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR31,MdomOR31,,,Musca domestica,Mdom,OR31,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR33,MdomOR33,,,Musca domestica,Mdom,OR33,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR34,MdomOR34,,,Musca domestica,Mdom,OR34,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR35,MdomOR35,,,Musca domestica,Mdom,OR35,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR36,MdomOR36,,,Musca domestica,Mdom,OR36,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR37,MdomOR37,,,Musca domestica,Mdom,OR37,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR38,MdomOR38,,,Musca domestica,Mdom,OR38,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR39,MdomOR39,,,Musca domestica,Mdom,OR39,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR40,MdomOR40,,,Musca domestica,Mdom,OR40,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR41,MdomOR41,,,Musca domestica,Mdom,OR41,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR42,MdomOR42,,,Musca domestica,Mdom,OR42,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR43,MdomOR43,,,Musca domestica,Mdom,OR43,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR44,MdomOR44,,,Musca domestica,Mdom,OR44,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR45,MdomOR45,,,Musca domestica,Mdom,OR45,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR46,MdomOR46,,,Musca domestica,Mdom,OR46,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR47,MdomOR47,,,Musca domestica,Mdom,OR47,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR48,MdomOR48,,,Musca domestica,Mdom,OR48,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR49,MdomOR49,,,Musca domestica,Mdom,OR49,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR50,MdomOR50,,,Musca domestica,Mdom,OR50,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR51,MdomOR51,,,Musca domestica,Mdom,OR51,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR52,MdomOR52,,,Musca domestica,Mdom,OR52,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR53,MdomOR53,,,Musca domestica,Mdom,OR53,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR54,MdomOR54,,,Musca domestica,Mdom,OR54,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR55,MdomOR55,,,Musca domestica,Mdom,OR55,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR56,MdomOR56,,,Musca domestica,Mdom,OR56,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR57,MdomOR57,,,Musca domestica,Mdom,OR57,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR58,MdomOR58,,,Musca domestica,Mdom,OR58,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR59,MdomOR59,,,Musca domestica,Mdom,OR59,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR60,MdomOR60,,,Musca domestica,Mdom,OR60,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR62,MdomOR62,,,Musca domestica,Mdom,OR62,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR63,MdomOR63,,,Musca domestica,Mdom,OR63,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR64,MdomOR64,,,Musca domestica,Mdom,OR64,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR65,MdomOR65,,,Musca domestica,Mdom,OR65,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR66,MdomOR66,,,Musca domestica,Mdom,OR66,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR67,MdomOR67,,,Musca domestica,Mdom,OR67,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR68,MdomOR68,,,Musca domestica,Mdom,OR68,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR69,MdomOR69,,,Musca domestica,Mdom,OR69,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR70,MdomOR70,,,Musca domestica,Mdom,OR70,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR71,MdomOR71,,,Musca domestica,Mdom,OR71,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR73,MdomOR73,,,Musca domestica,Mdom,OR73,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR74,MdomOR74,,,Musca domestica,Mdom,OR74,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR75,MdomOR75,,,Musca domestica,Mdom,OR75,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR76,MdomOR76,,,Musca domestica,Mdom,OR76,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR77,MdomOR77,,,Musca domestica,Mdom,OR77,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR78,MdomOR78,,,Musca domestica,Mdom,OR78,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR79,MdomOR79,,,Musca domestica,Mdom,OR79,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR80,MdomOR80,,,Musca domestica,Mdom,OR80,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR81,MdomOR81,,,Musca domestica,Mdom,OR81,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR82,MdomOR82,,,Musca domestica,Mdom,OR82,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR83,MdomOR83,,,Musca domestica,Mdom,OR83,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
MdomOR84A,MdomOR84A,,,Musca domestica,Mdom,OR84A,OR,,,Musca domestica olfactory receptor; nomenclature follows Drosophila orthologs. Source: Wanner et al. 2007 Insect Biochem Mol Biol / NCBI RefSeq GCA_000371365.1,NCBI RefSeq (Musca domestica GCA_000371365.1); see Xu et al. 2020
AaegOrco,AaegOrco,,,Aedes aegypti,Aaeg,Orco,OR,AaegOrco,AaegOrco,RecName: Full=Odorant receptor coreceptor; AltName: Full=Gustatory and odorant receptor 7,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr2,AaegOr2,,,Aedes aegypti,Aaeg,Or2,OR,AaegOr2,AaegOr2,odorant receptor 2 isoform 1 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr3,AaegOr3,,,Aedes aegypti,Aaeg,Or3,OR,,,Odorant receptor Or3 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr4,AaegOr4,,,Aedes aegypti,Aaeg,Or4,OR,AaegOr4,AaegOr4,RecName: Full=Odorant receptor 4; Short=AaegOr4,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr6,AaegOr6,,,Aedes aegypti,Aaeg,Or6,OR,AaegOr6,AaegOr6,odorant receptor 6 isoform 2 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr8,AaegOr8,,,Aedes aegypti,Aaeg,Or8,OR,AaegOr8,AaegOr8,odorant receptor 8 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr9,AaegOr9,,,Aedes aegypti,Aaeg,Or9,OR,AaegOr9,AaegOr9,odorant receptor 9 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr10,AaegOr10,,,Aedes aegypti,Aaeg,Or10,OR,AaegOr10,AaegOr10,odorant receptor 10 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr11,AaegOr11,,,Aedes aegypti,Aaeg,Or11,OR,AaegOr11,AaegOr11,odorant receptor 11 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr13,AaegOr13,,,Aedes aegypti,Aaeg,Or13,OR,AaegOr13,AaegOr13,odorant receptor 13 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr14,AaegOr14,,,Aedes aegypti,Aaeg,Or14,OR,QHE66119.1,QHE66119.1,OR14 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr15,AaegOr15,,,Aedes aegypti,Aaeg,Or15,OR,AaegOr15,AaegOr15,odorant receptor 15 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr16,AaegOr16,,,Aedes aegypti,Aaeg,Or16,OR,NP_001345085.1,NP_001345085.1,odorant receptor 16 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr18,AaegOr18,,,Aedes aegypti,Aaeg,Or18,OR,,,Odorant receptor Or18 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr19,AaegOr19,,,Aedes aegypti,Aaeg,Or19,OR,AaegOr19,AaegOr19,Odorant receptor Or19 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr20,AaegOr20,,,Aedes aegypti,Aaeg,Or20,OR,AaegOr20,AaegOr20,odorant receptor 20 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr21,AaegOr21,,,Aedes aegypti,Aaeg,Or21,OR,AaegOr21,AaegOr21,odorant receptor 21 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr22,AaegOr22,,,Aedes aegypti,Aaeg,Or22,OR,AaegOr22,AaegOr22,odorant receptor 22 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr23,AaegOr23,,,Aedes aegypti,Aaeg,Or23,OR,AaegOr23,AaegOr23,Odorant receptor Or23 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr24,AaegOr24,,,Aedes aegypti,Aaeg,Or24,OR,AaegOr24,AaegOr24,odorant receptor 24 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr25,AaegOr25,,,Aedes aegypti,Aaeg,Or25,OR,AaegOr25,AaegOr25,odorant receptor 25 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr26,AaegOr26,,,Aedes aegypti,Aaeg,Or26,OR,AaegOr26,AaegOr26,odorant receptor 26 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr27,AaegOr27,,,Aedes aegypti,Aaeg,Or27,OR,NP_001345094.1,NP_001345094.1,odorant receptor 27 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr28,AaegOr28,,,Aedes aegypti,Aaeg,Or28,OR,NP_001345095.1,NP_001345095.1,odorant receptor 28 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr29,AaegOr29,,,Aedes aegypti,Aaeg,Or29,OR,AaegOr29,AaegOr29,odorant receptor 29 isoform 1 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr30,AaegOr30,,,Aedes aegypti,Aaeg,Or30,OR,AaegOr30,AaegOr30,odorant receptor 30 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr31,AaegOr31,,,Aedes aegypti,Aaeg,Or31,OR,AaegOr31,AaegOr31,odorant receptor 31 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr32,AaegOr32,,,Aedes aegypti,Aaeg,Or32,OR,AaegOr32,AaegOr32,odorant receptor 32 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr33,AaegOr33,,,Aedes aegypti,Aaeg,Or33,OR,AaegOr33,AaegOr33,odorant receptor 33 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr34,AaegOr34,,,Aedes aegypti,Aaeg,Or34,OR,AaegOr34,AaegOr34,odorant receptor 34 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr36,AaegOr36,,,Aedes aegypti,Aaeg,Or36,OR,NP_001345075.1,NP_001345075.1,odorant receptor 36 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr37,AaegOr37,,,Aedes aegypti,Aaeg,Or37,OR,AaegOr37,AaegOr37,Odorant receptor Or37 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr38,AaegOr38,,,Aedes aegypti,Aaeg,Or38,OR,AaegOr38,AaegOr38,odorant receptor 10a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr40,AaegOr40,,,Aedes aegypti,Aaeg,Or40,OR,AaegOr40,AaegOr40,Odorant receptor 83a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr41,AaegOr41,,,Aedes aegypti,Aaeg,Or41,OR,AaegOr41,AaegOr41,odorant receptor 41 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr42,AaegOr42,,,Aedes aegypti,Aaeg,Or42,OR,AaegOr42,AaegOr42,odorant receptor 42 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr43,AaegOr43,,,Aedes aegypti,Aaeg,Or43,OR,AaegOr43,AaegOr43,odorant receptor 43 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr44,AaegOr44,,,Aedes aegypti,Aaeg,Or44,OR,AaegOr44,AaegOr44,odorant receptor 44 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr45,AaegOr45,,,Aedes aegypti,Aaeg,Or45,OR,AaegOr45,AaegOr45,odorant receptor 45 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
